#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,FC Schalke 04,S04,14,7,3,4,19:17,2,24
2,Werder Bremen,SVW,13,6,5,2,33:18,15,23
3,VfB Stuttgart,VFB,14,6,4,4,23:20,3,22
4,Bayer Leverkusen,B04,14,6,3,5,21:20,1,21
5,Hannover 96,H96,14,6,2,6,14:20,-6,20
6,Bayern München,FCB,13,5,1,7,20:22,-2,16
7,Hamburger SV,HSV,14,3,6,5,16:17,-1,15
8,Alemannia Aachen,AAC,13,4,3,6,17:21,-4,15
9,Energie Cottbus,FCE,13,4,3,6,13:20,-7,15
10,1. FC Nürnberg,FCN,13,2,8,3,14:12,2,14
11,Eintracht Frankfurt,SGE,14,2,8,4,19:23,-4,14
12,VfL Bochum,BOC,13,2,5,6,14:19,-5,11
13,VfL Wolfsburg,WOB,14,2,5,7,10:17,-7,11
14,Borussia Dortmund,BVB,13,3,2,8,14:23,-9,11
15,1. FSV Mainz 05,M05,13,2,5,6,8:17,-9,11
16,Hertha BSC,BSC,14,1,5,8,12:28,-16,8
17,Arminia Bielefeld,DSC,13,1,4,8,11:19,-8,7
18,Bor. Mönchengladbach,BMG,14,1,2,11,8:22,-14,5
