#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,7,7,0,0,24:2,22,21
2,VfL Wolfsburg,WOB,7,6,1,0,15:4,11,19
3,FC Schalke 04,S04,7,5,2,0,15:7,8,17
4,FC Augsburg,FCA,6,5,0,1,15:6,9,15
5,Bayer Leverkusen,B04,7,4,3,0,16:8,8,15
6,1899 Hoffenheim,TSG,7,4,2,1,16:12,4,14
7,SC Paderborn 07,SCP,7,3,3,1,13:8,5,12
8,Bor. Mönchengladbach,BMG,7,3,3,1,11:7,4,12
9,Hannover 96,H96,6,4,0,2,7:7,0,12
10,Hertha BSC,BSC,7,3,1,3,10:10,0,10
11,Eintracht Frankfurt,SGE,7,3,1,3,12:14,-2,10
12,1. FSV Mainz 05,M05,6,2,3,1,7:5,2,9
13,Werder Bremen,SVW,6,2,2,2,8:6,2,8
14,Hamburger SV,HSV,6,2,2,2,5:6,-1,8
15,Borussia Dortmund,BVB,6,2,1,3,6:7,-1,7
16,SC Freiburg,SCF,6,1,3,2,6:8,-2,6
17,1. FC Köln,KOE,6,1,2,3,3:6,-3,5
18,VfB Stuttgart,VFB,6,1,1,4,4:12,-8,4
