#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,3,3,0,0,8:1,7,9
2,Hannover 96,H96,3,3,0,0,5:1,4,9
3,VfL Wolfsburg,WOB,3,2,1,0,8:4,4,7
4,Bor. Mönchengladbach,BMG,3,2,1,0,6:2,4,7
5,Bayer Leverkusen,B04,3,2,1,0,8:5,3,7
6,FC Augsburg,FCA,3,2,0,1,7:5,2,6
7,1899 Hoffenheim,TSG,3,1,2,0,6:4,2,5
8,1. FSV Mainz 05,M05,3,1,2,0,2:0,2,5
9,FC Schalke 04,S04,3,1,2,0,5:4,1,5
9,SC Paderborn 07,SCP,4,1,2,1,5:4,1,5
11,Borussia Dortmund,BVB,3,1,1,1,5:5,0,4
12,Eintracht Frankfurt,SGE,3,1,1,1,3:3,0,4
13,Hertha BSC,BSC,3,1,1,1,4:5,-1,4
14,SC Freiburg,SCF,3,0,3,0,2:2,0,3
15,VfB Stuttgart,VFB,3,1,0,2,1:4,-3,3
16,1. FC Köln,KOE,3,0,2,1,0:2,-2,2
17,Werder Bremen,SVW,2,0,1,1,1:4,-3,1
18,Hamburger SV,HSV,3,0,1,2,1:5,-4,1
