#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,8,8,0,0,25:2,23,24
2,VfL Wolfsburg,WOB,7,6,1,0,15:4,11,19
3,FC Schalke 04,S04,7,5,2,0,15:7,8,17
4,FC Augsburg,FCA,6,5,0,1,15:6,9,15
5,Bayer Leverkusen,B04,7,4,3,0,16:8,8,15
6,Bor. Mönchengladbach,BMG,8,4,3,1,14:9,5,15
7,1899 Hoffenheim,TSG,7,4,2,1,16:12,4,14
8,SC Paderborn 07,SCP,8,3,4,1,14:9,5,13
9,Eintracht Frankfurt,SGE,8,4,1,3,17:16,1,13
10,Hannover 96,H96,7,4,0,3,8:10,-2,12
11,Hamburger SV,HSV,7,3,2,2,7:7,0,11
12,Hertha BSC,BSC,7,3,1,3,10:10,0,10
13,Borussia Dortmund,BVB,7,3,1,3,7:7,0,10
14,1. FSV Mainz 05,M05,6,2,3,1,7:5,2,9
15,Werder Bremen,SVW,6,2,2,2,8:6,2,8
16,SC Freiburg,SCF,6,1,3,2,6:8,-2,6
17,1. FC Köln,KOE,7,1,2,4,4:8,-4,5
18,VfB Stuttgart,VFB,7,1,1,5,4:16,-12,4
