#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,33,27,3,3,91:24,67,84
2,FC Schalke 04,S04,33,17,9,7,52:37,15,60
3,Borussia Dortmund,BVB,33,15,10,8,63:44,19,55
4,1899 Hoffenheim,TSG,33,14,10,9,63:47,16,52
5,Bayer Leverkusen,B04,33,14,10,9,55:42,13,52
6,RB Leipzig,RBL,33,14,8,11,51:51,0,50
7,Eintracht Frankfurt,SGE,33,14,7,12,45:44,1,49
8,VfB Stuttgart,VFB,33,14,6,13,32:35,-3,48
9,Bor. Mönchengladbach,BMG,33,13,8,12,46:50,-4,47
10,Hertha BSC,BSC,33,10,13,10,41:40,1,43
11,FC Augsburg,FCA,33,10,11,12,43:44,-1,41
12,Werder Bremen,SVW,33,9,12,12,35:39,-4,39
13,Hannover 96,H96,33,10,9,14,42:51,-9,39
14,1. FSV Mainz 05,M05,33,9,9,15,37:50,-13,36
15,SC Freiburg,SCF,33,7,12,14,30:56,-26,33
16,VfL Wolfsburg,WOB,33,5,15,13,32:47,-15,30
17,Hamburger SV,HSV,33,7,7,19,27:52,-25,28
18,1. FC Köln,KOE,33,5,7,21,34:66,-32,22
