#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,25,20,3,2,59:18,41,63
2,FC Schalke 04,S04,25,12,7,6,39:30,9,43
3,Borussia Dortmund,BVB,25,11,9,5,50:31,19,42
4,Eintracht Frankfurt,SGE,25,12,6,7,33:27,6,42
5,Bayer Leverkusen,B04,25,11,8,6,45:33,12,41
6,RB Leipzig,RBL,25,11,6,8,38:34,4,39
7,1899 Hoffenheim,TSG,25,9,8,8,40:38,2,35
8,Bor. Mönchengladbach,BMG,25,10,5,10,33:37,-4,35
9,VfB Stuttgart,VFB,25,10,3,12,23:29,-6,33
10,FC Augsburg,FCA,25,8,8,9,33:32,1,32
11,Hannover 96,H96,25,8,8,9,32:35,-3,32
12,Hertha BSC,BSC,25,7,10,8,30:31,-1,31
13,SC Freiburg,SCF,25,6,11,8,25:42,-17,29
14,Werder Bremen,SVW,25,6,9,10,24:30,-6,27
15,VfL Wolfsburg,WOB,25,4,13,8,28:33,-5,25
16,1. FSV Mainz 05,M05,25,6,7,12,29:42,-13,25
17,Hamburger SV,HSV,25,4,6,15,18:35,-17,18
18,1. FC Köln,KOE,25,4,5,16,24:46,-22,17
