#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,12,9,2,1,30:8,22,29
2,FC Schalke 04,S04,12,7,2,3,16:10,6,23
3,RB Leipzig,RBL,12,7,2,3,20:15,5,23
4,Bor. Mönchengladbach,BMG,12,6,3,3,21:21,0,21
5,Borussia Dortmund,BVB,12,6,2,4,29:16,13,20
6,1899 Hoffenheim,TSG,12,5,5,2,21:15,6,20
7,Eintracht Frankfurt,SGE,12,5,4,3,14:12,2,19
8,Hannover 96,H96,12,5,3,4,15:15,0,18
9,Bayer Leverkusen,B04,12,4,5,3,25:18,7,17
10,FC Augsburg,FCA,12,4,4,4,16:14,2,16
11,VfB Stuttgart,VFB,12,5,1,6,12:15,-3,16
12,1. FSV Mainz 05,M05,12,4,3,5,13:17,-4,15
13,VfL Wolfsburg,WOB,12,2,8,2,16:17,-1,14
14,Hertha BSC,BSC,12,3,5,4,16:19,-3,14
15,Hamburger SV,HSV,12,3,1,8,10:20,-10,10
16,Werder Bremen,SVW,12,1,5,6,8:14,-6,8
17,SC Freiburg,SCF,12,1,5,6,7:24,-17,8
18,1. FC Köln,KOE,12,0,2,10,4:23,-19,2
