#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,6,5,1,0,19:1,18,16
2,1899 Hoffenheim,TSG,6,4,2,0,11:5,6,14
3,Bayern München,FCB,6,4,1,1,14:5,9,13
4,Hannover 96,H96,6,3,3,0,6:2,4,12
5,FC Augsburg,FCA,6,3,2,1,8:4,4,11
6,RB Leipzig,RBL,6,3,1,2,10:7,3,10
7,FC Schalke 04,S04,6,3,0,3,7:8,-1,9
8,Hertha BSC,BSC,6,2,2,2,6:6,0,8
9,Bor. Mönchengladbach,BMG,6,2,2,2,8:11,-3,8
10,Bayer Leverkusen,B04,6,2,1,3,12:10,2,7
11,Eintracht Frankfurt,SGE,6,2,1,3,4:5,-1,7
12,VfB Stuttgart,VFB,6,2,1,3,3:7,-4,7
13,VfL Wolfsburg,WOB,6,1,3,2,5:8,-3,6
14,1. FSV Mainz 05,M05,6,2,0,4,6:10,-4,6
15,Hamburger SV,HSV,6,2,0,4,4:11,-7,6
16,SC Freiburg,SCF,6,0,4,2,2:9,-7,4
17,Werder Bremen,SVW,6,0,3,3,3:7,-4,3
18,1. FC Köln,KOE,6,0,1,5,1:13,-12,1
