#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,28,22,3,3,72:20,52,69
2,FC Schalke 04,S04,28,15,7,6,43:30,13,52
3,Borussia Dortmund,BVB,28,13,9,6,54:39,15,48
4,RB Leipzig,RBL,28,13,7,8,43:37,6,46
5,Bayer Leverkusen,B04,28,12,9,7,47:35,12,45
6,Eintracht Frankfurt,SGE,28,13,6,9,39:32,7,45
7,1899 Hoffenheim,TSG,28,11,9,8,52:41,11,42
8,VfB Stuttgart,VFB,28,11,5,12,26:31,-5,38
9,Bor. Mönchengladbach,BMG,28,10,7,11,36:42,-6,37
10,FC Augsburg,FCA,28,9,9,10,37:36,1,36
11,Hertha BSC,BSC,28,8,12,8,32:32,0,36
12,Werder Bremen,SVW,28,9,9,10,32:33,-1,36
13,Hannover 96,H96,28,8,8,12,35:42,-7,32
14,SC Freiburg,SCF,28,6,12,10,26:46,-20,30
15,VfL Wolfsburg,WOB,28,4,14,10,28:37,-9,26
16,1. FSV Mainz 05,M05,28,6,8,14,29:46,-17,26
17,1. FC Köln,KOE,28,5,5,18,27:55,-28,20
18,Hamburger SV,HSV,28,4,7,17,20:44,-24,19
