#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,19,15,2,2,44:14,30,47
2,Bayer Leverkusen,B04,19,8,7,4,39:27,12,31
3,FC Schalke 04,S04,19,8,7,4,30:25,5,31
4,RB Leipzig,RBL,19,9,4,6,31:28,3,31
5,Bor. Mönchengladbach,BMG,19,9,4,6,30:30,0,31
6,Borussia Dortmund,BVB,19,8,6,5,40:25,15,30
7,Eintracht Frankfurt,SGE,19,8,6,5,24:20,4,30
8,FC Augsburg,FCA,19,7,6,6,28:25,3,27
9,1899 Hoffenheim,TSG,19,7,6,6,29:27,2,27
10,Hannover 96,H96,19,7,6,6,28:29,-1,27
11,Hertha BSC,BSC,19,6,7,6,27:27,0,25
12,SC Freiburg,SCF,19,5,8,6,20:33,-13,23
13,VfL Wolfsburg,WOB,19,3,11,5,22:24,-2,20
14,VfB Stuttgart,VFB,19,6,2,11,16:24,-8,20
15,1. FSV Mainz 05,M05,19,5,5,9,24:33,-9,20
16,Werder Bremen,SVW,19,3,7,9,16:25,-9,16
17,Hamburger SV,HSV,19,4,3,12,15:28,-13,15
18,1. FC Köln,KOE,19,3,3,13,14:33,-19,12
