#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,17,13,2,2,37:11,26,41
2,FC Schalke 04,S04,17,8,6,3,28:21,7,30
3,Borussia Dortmund,BVB,17,8,4,5,39:24,15,28
4,Bayer Leverkusen,B04,17,7,7,3,34:23,11,28
5,RB Leipzig,RBL,17,8,4,5,27:25,2,28
6,Bor. Mönchengladbach,BMG,17,8,4,5,27:28,-1,28
7,1899 Hoffenheim,TSG,17,7,5,5,27:22,5,26
8,Eintracht Frankfurt,SGE,17,7,5,5,20:18,2,26
9,FC Augsburg,FCA,17,6,6,5,27:23,4,24
10,Hertha BSC,BSC,17,6,6,5,26:25,1,24
11,Hannover 96,H96,17,6,5,6,24:26,-2,23
12,VfL Wolfsburg,WOB,17,3,10,4,21:21,0,19
13,SC Freiburg,SCF,17,4,7,6,17:31,-14,19
14,VfB Stuttgart,VFB,17,5,2,10,13:21,-8,17
15,1. FSV Mainz 05,M05,17,4,5,8,19:28,-9,17
16,Werder Bremen,SVW,17,3,6,8,13:20,-7,15
17,Hamburger SV,HSV,17,4,3,10,15:25,-10,15
18,1. FC Köln,KOE,17,1,3,13,10:32,-22,6
