#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,30,24,3,3,81:22,59,75
2,FC Schalke 04,S04,30,16,7,7,47:33,14,55
3,Bayer Leverkusen,B04,30,14,9,7,55:37,18,51
4,Borussia Dortmund,BVB,30,14,9,7,57:41,16,51
5,RB Leipzig,RBL,30,13,8,9,45:42,3,47
6,1899 Hoffenheim,TSG,30,12,10,8,55:42,13,46
7,Eintracht Frankfurt,SGE,30,13,7,10,41:37,4,46
8,Bor. Mönchengladbach,BMG,30,11,7,12,39:48,-9,40
9,Hertha BSC,BSC,30,9,12,9,35:35,0,39
10,VfB Stuttgart,VFB,30,11,6,13,27:35,-8,39
11,FC Augsburg,FCA,30,9,10,11,38:40,-2,37
12,Werder Bremen,SVW,30,9,10,11,34:36,-2,37
13,Hannover 96,H96,30,9,9,12,38:44,-6,36
14,VfL Wolfsburg,WOB,30,5,15,10,30:37,-7,30
15,1. FSV Mainz 05,M05,30,7,9,14,32:47,-15,30
16,SC Freiburg,SCF,30,6,12,12,26:50,-24,30
17,Hamburger SV,HSV,30,5,7,18,23:48,-25,22
18,1. FC Köln,KOE,30,5,6,19,29:58,-29,21
