#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,31,22,6,3,69:23,46,72
2,Bayern München,FCB,31,20,4,7,69:20,49,64
3,FC Schalke 04,S04,31,18,3,10,66:41,25,57
4,Bor. Mönchengladbach,BMG,31,16,8,7,46:22,24,56
5,VfB Stuttgart,VFB,31,14,7,10,59:41,18,49
6,Bayer Leverkusen,B04,31,12,9,10,46:43,3,45
7,Hannover 96,H96,31,11,11,9,39:43,-4,44
8,Werder Bremen,SVW,31,11,9,11,45:50,-5,42
9,1899 Hoffenheim,TSG,31,10,11,10,38:40,-2,41
10,VfL Wolfsburg,WOB,31,12,4,15,42:56,-14,40
11,1. FC Nürnberg,FCN,31,11,5,15,33:42,-9,38
12,1. FSV Mainz 05,M05,31,9,10,12,47:48,-1,37
13,SC Freiburg,SCF,31,9,9,13,41:56,-15,36
14,Hamburger SV,HSV,31,8,10,13,34:55,-21,34
15,FC Augsburg,FCA,31,7,12,12,34:48,-14,33
16,1. FC Köln,KOE,31,8,5,18,36:66,-30,29
17,Hertha BSC,BSC,31,6,10,15,34:57,-23,28
18,1. FC Kaiserslautern,FCK,31,3,11,17,19:46,-27,20
