#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,7,6,0,1,21:1,20,18
2,Werder Bremen,SVW,7,5,1,1,14:7,7,16
3,Bor. Mönchengladbach,BMG,7,5,1,1,9:3,6,16
4,1899 Hoffenheim,TSG,7,4,0,3,12:7,5,12
5,FC Schalke 04,S04,7,4,0,3,15:12,3,12
6,Hannover 96,H96,7,3,3,1,8:8,0,12
7,VfB Stuttgart,VFB,7,3,1,3,10:6,4,10
8,Borussia Dortmund,BVB,7,3,1,3,9:7,2,10
9,1. FC Nürnberg,FCN,7,3,1,3,6:7,-1,10
10,1. FC Köln,KOE,7,3,1,3,13:15,-2,10
11,Bayer Leverkusen,B04,7,3,1,3,7:10,-3,10
12,Hertha BSC,BSC,7,2,3,2,9:9,0,9
13,VfL Wolfsburg,WOB,7,3,0,4,8:12,-4,9
14,1. FSV Mainz 05,M05,7,2,1,4,9:15,-6,7
15,1. FC Kaiserslautern,FCK,7,1,2,4,5:10,-5,5
16,FC Augsburg,FCA,7,0,4,3,6:12,-6,4
17,SC Freiburg,SCF,7,1,1,5,12:22,-10,4
18,Hamburger SV,HSV,7,1,1,5,8:18,-10,4
