#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,4,3,0,1,9:1,8,9
2,FC Schalke 04,S04,4,3,0,1,10:6,4,9
3,Werder Bremen,SVW,4,3,0,1,9:5,4,9
4,Hannover 96,H96,4,2,2,0,6:4,2,8
5,Bor. Mönchengladbach,BMG,4,2,1,1,6:3,3,7
6,Borussia Dortmund,BVB,4,2,1,1,5:2,3,7
7,1. FSV Mainz 05,M05,4,2,1,1,7:6,1,7
8,Bayer Leverkusen,B04,4,2,1,1,2:2,0,7
9,1899 Hoffenheim,TSG,4,2,0,2,5:4,1,6
10,1. FC Nürnberg,FCN,4,2,0,2,3:4,-1,6
11,Hertha BSC,BSC,4,1,2,1,4:4,0,5
12,VfB Stuttgart,VFB,4,1,1,2,4:3,1,4
13,SC Freiburg,SCF,4,1,1,2,9:9,0,4
14,1. FC Köln,KOE,4,1,1,2,6:12,-6,4
15,VfL Wolfsburg,WOB,4,1,0,3,4:8,-4,3
16,FC Augsburg,FCA,4,0,2,2,3:6,-3,2
17,1. FC Kaiserslautern,FCK,4,0,2,2,2:7,-5,2
18,Hamburger SV,HSV,4,0,1,3,6:14,-8,1
