#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,31,27,3,1,90:14,76,84
2,Borussia Dortmund,BVB,31,19,7,5,76:36,40,64
3,Bayer Leverkusen,B04,31,16,8,7,59:38,21,56
4,FC Schalke 04,S04,31,14,7,10,54:47,7,49
5,Eintracht Frankfurt,SGE,31,13,7,11,43:42,1,46
6,SC Freiburg,SCF,31,12,9,10,40:37,3,45
7,Bor. Mönchengladbach,BMG,31,11,11,9,38:42,-4,44
8,Hamburger SV,HSV,31,13,5,13,37:50,-13,44
9,Hannover 96,H96,31,12,5,14,54:57,-3,41
10,1. FSV Mainz 05,M05,31,10,10,11,36:36,0,40
11,VfL Wolfsburg,WOB,31,10,10,11,41:46,-5,40
12,VfB Stuttgart,VFB,31,11,6,14,33:50,-17,39
13,1. FC Nürnberg,FCN,31,9,11,11,34:42,-8,38
14,Werder Bremen,SVW,31,8,8,15,45:60,-15,32
15,Fortuna Düsseldorf,F95,31,7,9,15,37:49,-12,30
16,FC Augsburg,FCA,31,7,9,15,30:45,-15,30
17,1899 Hoffenheim,TSG,31,7,6,18,37:60,-23,27
18,SpVgg Greuther Fürth,SGF,31,3,9,19,22:55,-33,18
