#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,12,10,1,1,33:5,28,31
2,FC Schalke 04,S04,12,7,2,3,22:14,8,23
3,Eintracht Frankfurt,SGE,12,7,2,3,25:18,7,23
4,Borussia Dortmund,BVB,12,6,4,2,26:13,13,22
5,Bayer Leverkusen,B04,12,6,3,3,21:17,4,21
6,Hannover 96,H96,12,5,2,5,25:20,5,17
7,Werder Bremen,SVW,12,5,2,5,20:18,2,17
8,1. FSV Mainz 05,M05,12,5,2,5,15:14,1,17
9,Hamburger SV,HSV,12,5,2,5,12:14,-2,17
10,SC Freiburg,SCF,12,4,4,4,16:14,2,16
11,Bor. Mönchengladbach,BMG,12,4,4,4,18:23,-5,16
12,VfB Stuttgart,VFB,12,4,4,4,14:20,-6,16
13,VfL Wolfsburg,WOB,12,4,2,6,12:19,-7,14
14,1899 Hoffenheim,TSG,12,3,3,6,18:26,-8,12
15,1. FC Nürnberg,FCN,12,3,3,6,10:18,-8,12
16,Fortuna Düsseldorf,F95,12,2,5,5,11:18,-7,11
17,SpVgg Greuther Fürth,SGF,12,1,4,7,10:23,-13,7
18,FC Augsburg,FCA,12,1,3,8,8:22,-14,6
