#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,4,3,1,0,7:2,5,10
2,SC Freiburg,SCF,4,3,0,1,12:4,8,9
3,TSV 1860 München,M60,4,3,0,1,11:4,7,9
4,Bayer Leverkusen,B04,3,3,0,0,8:3,5,9
5,1. FC Kaiserslautern,FCK,4,3,0,1,7:4,3,9
6,VfL Wolfsburg,WOB,4,3,0,1,9:9,0,9
7,Hertha BSC,BSC,4,2,2,0,8:4,4,8
8,Hamburger SV,HSV,3,2,1,0,10:3,7,7
9,SpVgg Unterhaching,UNT,3,2,1,0,5:1,4,7
10,FC Hansa Rostock,ROS,3,2,1,0,6:3,3,7
11,Arminia Bielefeld,DSC,3,1,2,0,3:2,1,5
12,FC Schalke 04,S04,4,1,2,1,4:5,-1,5
13,Werder Bremen,SVW,3,1,1,1,7:3,4,4
14,Eintracht Frankfurt,SGE,4,1,1,2,6:5,1,4
15,VfB Stuttgart,VFB,3,1,1,1,5:4,1,4
16,SSV Ulm 1846,ULM,4,1,1,2,4:4,0,4
17,Bayern München,FCB,3,1,1,1,3:3,0,4
18,MSV Duisburg,MSV,3,0,2,1,2:3,-1,2
