#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Hertha BSC,BSC,1,1,0,0,5:2,3,3
2,TSV 1860 München,M60,1,1,0,0,4:1,3,3
3,Eintracht Frankfurt,SGE,1,1,0,0,3:0,3,3
3,Hamburger SV,HSV,1,1,0,0,3:0,3,3
5,FC Hansa Rostock,ROS,1,1,0,0,4:2,2,3
6,Bayer Leverkusen,B04,1,1,0,0,2:0,2,3
6,SpVgg Unterhaching,UNT,1,1,0,0,2:0,2,3
8,Borussia Dortmund,BVB,1,1,0,0,2:1,1,3
8,VfL Wolfsburg,WOB,1,1,0,0,2:1,1,3
10,1. FC Kaiserslautern,FCK,1,1,0,0,1:0,1,3
11,Bayern München,FCB,1,0,1,0,2:2,0,1
12,Arminia Bielefeld,DSC,1,0,1,0,1:1,0,1
12,FC Schalke 04,S04,1,0,1,0,1:1,0,1
12,SSV Ulm 1846,ULM,1,0,1,0,1:1,0,1
15,MSV Duisburg,MSV,1,0,1,0,0:0,0,1
15,VfB Stuttgart,VFB,1,0,1,0,0:0,0,1
17,SC Freiburg,SCF,1,0,0,1,2:3,-1,0
18,Werder Bremen,SVW,1,0,0,1,0:1,-1,0
