#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,15,11,4,0,36:15,21,37
2,Bayern München,FCB,14,10,3,1,42:13,29,33
3,Hamburger SV,HSV,14,10,3,1,34:9,25,33
4,TSV 1860 München,M60,15,10,2,3,33:18,15,32
5,Werder Bremen,SVW,15,9,3,3,36:22,14,30
6,Hertha BSC,BSC,14,8,5,1,23:11,12,29
7,SpVgg Unterhaching,UNT,14,8,4,2,18:9,9,28
8,FC Hansa Rostock,ROS,15,6,7,2,21:17,4,25
9,VfL Wolfsburg,WOB,15,7,4,4,24:23,1,25
10,SC Freiburg,SCF,15,6,4,5,25:17,8,22
11,SSV Ulm 1846,ULM,15,6,4,5,20:22,-2,22
12,Eintracht Frankfurt,SGE,14,6,3,5,20:13,7,21
13,FC Schalke 04,S04,14,4,8,2,19:13,6,20
14,1. FC Kaiserslautern,FCK,14,6,2,6,23:25,-2,20
15,Borussia Dortmund,BVB,15,4,6,5,20:19,1,18
16,VfB Stuttgart,VFB,14,5,1,8,17:23,-6,16
17,Arminia Bielefeld,DSC,15,3,6,6,21:21,0,15
18,MSV Duisburg,MSV,14,2,6,6,17:19,-2,12
