#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,24,16,4,4,71:26,45,52
2,RB Leipzig,RBL,24,14,7,3,62:26,36,49
3,Bor. Mönchengladbach,BMG,24,15,4,5,48:28,20,49
4,Borussia Dortmund,BVB,24,14,6,4,66:32,34,48
5,Bayer Leverkusen,B04,24,13,5,6,41:30,11,44
6,FC Schalke 04,S04,24,9,9,6,32:35,-3,36
7,VfL Wolfsburg,WOB,24,9,8,7,34:30,4,35
8,1899 Hoffenheim,TSG,24,10,4,10,34:42,-8,34
9,SC Freiburg,SCF,24,9,6,9,31:34,-3,33
10,Eintracht Frankfurt,SGE,24,9,4,11,41:37,4,31
11,1. FC Union Berlin,FCU,24,9,3,12,31:38,-7,30
12,1. FC Köln,KOE,24,9,2,13,37:44,-7,29
13,FC Augsburg,FCA,24,7,6,11,36:50,-14,27
14,Hertha BSC,BSC,24,7,6,11,30:46,-16,27
15,1. FSV Mainz 05,M05,24,8,1,15,33:52,-19,25
16,Fortuna Düsseldorf,F95,24,5,6,13,26:49,-23,21
17,Werder Bremen,SVW,24,4,5,15,25:56,-31,17
18,SC Paderborn 07,SCP,24,4,4,16,29:52,-23,16
