#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,RB Leipzig,RBL,15,10,3,2,42:16,26,33
2,Bor. Mönchengladbach,BMG,15,10,1,4,31:18,13,31
3,Borussia Dortmund,BVB,15,8,5,2,37:19,18,29
4,FC Schalke 04,S04,15,8,4,3,26:18,8,28
5,Bayern München,FCB,15,8,3,4,41:21,20,27
6,SC Freiburg,SCF,15,7,4,4,24:18,6,25
7,Bayer Leverkusen,B04,15,7,4,4,22:20,2,25
8,VfL Wolfsburg,WOB,15,6,5,4,17:15,2,23
9,1899 Hoffenheim,TSG,15,6,3,6,21:27,-6,21
10,1. FC Union Berlin,FCU,15,6,2,7,19:20,-1,20
11,FC Augsburg,FCA,15,5,5,5,24:28,-4,20
12,Eintracht Frankfurt,SGE,15,5,3,7,24:23,1,18
13,Hertha BSC,BSC,15,4,3,8,21:29,-8,15
14,1. FSV Mainz 05,M05,15,5,0,10,20:38,-18,15
15,Werder Bremen,SVW,15,3,5,7,23:35,-12,14
16,Fortuna Düsseldorf,F95,15,3,3,9,16:32,-16,12
17,1. FC Köln,KOE,15,3,2,10,14:30,-16,11
18,SC Paderborn 07,SCP,15,2,3,10,18:33,-15,9
