#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,17,14,3,0,41:4,37,45
2,VfL Wolfsburg,WOB,17,10,4,3,33:17,16,34
3,Bayer Leverkusen,B04,17,7,7,3,28:20,8,28
4,Bor. Mönchengladbach,BMG,17,7,6,4,25:16,9,27
5,FC Schalke 04,S04,17,8,3,6,28:21,7,27
6,FC Augsburg,FCA,17,9,0,8,22:21,1,27
7,1899 Hoffenheim,TSG,17,7,5,5,29:25,4,26
8,Hannover 96,H96,17,7,3,7,21:26,-5,24
9,Eintracht Frankfurt,SGE,17,6,5,6,34:34,0,23
10,SC Paderborn 07,SCP,17,4,7,6,21:26,-5,19
11,1. FC Köln,KOE,17,5,4,8,17:23,-6,19
12,1. FSV Mainz 05,M05,17,3,9,5,19:23,-4,18
13,Hertha BSC,BSC,17,5,3,9,24:35,-11,18
14,Hamburger SV,HSV,17,4,5,8,9:19,-10,17
15,VfB Stuttgart,VFB,17,4,5,8,20:32,-12,17
16,Werder Bremen,SVW,17,4,5,8,26:39,-13,17
17,Borussia Dortmund,BVB,17,4,3,10,18:26,-8,15
18,SC Freiburg,SCF,17,2,9,6,17:25,-8,15
