#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,32,24,4,4,77:16,61,76
2,VfL Wolfsburg,WOB,32,19,8,5,68:35,33,65
3,Bor. Mönchengladbach,BMG,32,18,9,5,50:23,27,63
4,Bayer Leverkusen,B04,32,16,10,6,59:35,24,58
5,FC Augsburg,FCA,32,14,4,14,39:40,-1,46
6,FC Schalke 04,S04,32,12,9,11,41:38,3,45
7,Borussia Dortmund,BVB,32,12,7,13,43:38,5,43
8,Werder Bremen,SVW,32,11,10,11,48:60,-12,43
9,1899 Hoffenheim,TSG,32,11,8,13,47:52,-5,41
10,1. FC Köln,KOE,32,9,12,11,32:36,-4,39
11,Eintracht Frankfurt,SGE,32,10,9,13,54:61,-7,39
12,1. FSV Mainz 05,M05,32,8,13,11,43:45,-2,37
13,Hertha BSC,BSC,32,9,7,16,35:50,-15,34
14,Hamburger SV,HSV,32,8,8,16,22:48,-26,32
15,SC Freiburg,SCF,32,6,13,13,33:44,-11,31
16,Hannover 96,H96,32,7,10,15,36:54,-18,31
17,SC Paderborn 07,SCP,32,7,10,15,30:62,-32,31
18,VfB Stuttgart,VFB,32,7,9,16,38:58,-20,30
