#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,31,24,4,3,77:15,62,76
2,VfL Wolfsburg,WOB,31,18,8,5,65:34,31,62
3,Bor. Mönchengladbach,BMG,31,17,9,5,47:23,24,60
4,Bayer Leverkusen,B04,31,16,10,5,59:32,27,58
5,FC Schalke 04,S04,31,12,9,10,41:36,5,45
6,FC Augsburg,FCA,31,13,4,14,38:40,-2,43
7,Werder Bremen,SVW,31,11,9,11,47:59,-12,42
8,1899 Hoffenheim,TSG,31,11,8,12,46:49,-3,41
9,Borussia Dortmund,BVB,31,11,7,13,41:38,3,40
10,1. FSV Mainz 05,M05,31,8,13,10,43:43,0,37
11,1. FC Köln,KOE,31,8,12,11,30:36,-6,36
12,Eintracht Frankfurt,SGE,31,9,9,13,51:60,-9,36
13,Hertha BSC,BSC,31,9,7,15,35:48,-13,34
14,Hamburger SV,HSV,31,8,7,16,21:47,-26,31
15,SC Paderborn 07,SCP,31,7,10,14,29:59,-30,31
16,SC Freiburg,SCF,31,6,12,13,32:43,-11,30
17,Hannover 96,H96,31,7,9,15,35:53,-18,30
18,VfB Stuttgart,VFB,31,6,9,16,36:58,-22,27
