#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,12,10,1,1,35:10,25,31
2,FC Schalke 04,S04,12,9,2,1,28:10,18,29
3,Hertha BSC,BSC,13,9,2,2,29:13,16,29
4,Bayern München,FCB,12,8,4,0,29:5,24,28
5,1. FC Kaiserslautern,FCK,12,8,3,1,29:15,14,27
6,Werder Bremen,SVW,13,8,2,3,19:13,6,26
7,Borussia Dortmund,BVB,11,7,2,2,18:7,11,23
8,VfB Stuttgart,VFB,12,6,4,2,18:7,11,22
9,Hamburger SV,HSV,12,6,3,3,27:18,9,21
10,VfL Wolfsburg,WOB,12,6,3,3,22:13,9,21
11,1. FC Nürnberg,FCN,13,5,3,5,16:17,-1,18
12,Energie Cottbus,FCE,11,5,2,4,13:14,-1,17
13,TSV 1860 München,M60,12,5,2,5,16:24,-8,17
14,SC Freiburg,SCF,11,4,4,3,15:12,3,16
15,FC Hansa Rostock,ROS,13,4,4,5,15:15,0,16
16,Bor. Mönchengladbach,BMG,11,3,4,4,12:12,0,13
17,FC St. Pauli,STP,12,3,3,6,14:18,-4,12
18,1. FC Köln,KOE,12,2,3,7,6:16,-10,9
