#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,15,13,1,1,43:10,33,40
2,FC Schalke 04,S04,15,12,2,1,35:11,24,38
3,Bayern München,FCB,15,10,5,0,36:8,28,35
4,Hertha BSC,BSC,15,11,2,2,37:13,24,35
5,Borussia Dortmund,BVB,15,10,3,2,27:10,17,33
6,1. FC Kaiserslautern,FCK,15,9,4,2,34:21,13,31
7,Werder Bremen,SVW,15,9,2,4,23:19,4,29
8,VfL Wolfsburg,WOB,15,8,3,4,30:17,13,27
9,Energie Cottbus,FCE,15,8,3,4,24:17,7,27
10,Hamburger SV,HSV,15,7,5,3,31:20,11,26
11,VfB Stuttgart,VFB,15,7,4,4,21:13,8,25
12,FC Hansa Rostock,ROS,16,6,5,5,19:17,2,23
13,TSV 1860 München,M60,15,7,2,6,23:28,-5,23
14,Bor. Mönchengladbach,BMG,14,6,4,4,17:13,4,22
15,1. FC Nürnberg,FCN,15,6,3,6,19:21,-2,21
16,SC Freiburg,SCF,15,4,5,6,18:22,-4,17
17,FC St. Pauli,STP,15,4,4,7,17:21,-4,16
18,1. FC Köln,KOE,15,3,5,7,12:20,-8,14
