#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,12,10,1,1,35:10,25,31
2,1. FC Kaiserslautern,FCK,13,9,3,1,32:17,15,30
3,FC Schalke 04,S04,12,9,2,1,28:10,18,29
4,Hertha BSC,BSC,13,9,2,2,29:13,16,29
5,Bayern München,FCB,12,8,4,0,29:5,24,28
6,Werder Bremen,SVW,13,8,2,3,19:13,6,26
7,Hamburger SV,HSV,13,7,3,3,30:19,11,24
8,Borussia Dortmund,BVB,12,7,3,2,19:8,11,24
9,VfB Stuttgart,VFB,13,6,4,3,18:9,9,22
10,VfL Wolfsburg,WOB,12,6,3,3,22:13,9,21
11,Energie Cottbus,FCE,12,6,2,4,15:14,1,20
12,TSV 1860 München,M60,13,6,2,5,18:24,-6,20
13,1. FC Nürnberg,FCN,13,5,3,5,16:17,-1,18
14,SC Freiburg,SCF,12,4,5,3,17:14,3,17
15,Bor. Mönchengladbach,BMG,12,4,4,4,13:12,1,16
16,FC Hansa Rostock,ROS,13,4,4,5,15:15,0,16
17,FC St. Pauli,STP,12,3,3,6,14:18,-4,12
18,1. FC Köln,KOE,13,2,4,7,7:17,-10,10
