#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,9,8,1,0,26:9,17,25
2,1. FC Kaiserslautern,FCK,10,7,2,1,25:12,13,23
3,Werder Bremen,SVW,10,7,2,1,17:10,7,23
4,Hertha BSC,BSC,10,7,1,2,21:11,10,22
5,Bayern München,FCB,9,6,3,0,20:4,16,21
6,FC Schalke 04,S04,9,6,2,1,19:10,9,20
7,VfB Stuttgart,VFB,10,5,4,1,14:3,11,19
8,Borussia Dortmund,BVB,9,6,1,2,15:6,9,19
9,VfL Wolfsburg,WOB,9,5,2,2,18:8,10,17
10,SC Freiburg,SCF,9,4,3,2,15:10,5,15
11,Hamburger SV,HSV,10,4,3,3,21:17,4,15
12,TSV 1860 München,M60,10,4,2,4,13:20,-7,14
13,Energie Cottbus,FCE,9,3,2,4,9:14,-5,11
14,FC Hansa Rostock,ROS,10,2,3,5,9:14,-5,9
15,1. FC Nürnberg,FCN,10,2,3,5,10:16,-6,9
16,1. FC Köln,KOE,10,2,2,6,6:15,-9,8
17,FC St. Pauli,STP,9,2,1,6,9:14,-5,7
18,Bor. Mönchengladbach,BMG,9,1,4,4,6:11,-5,7
