#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,13,7,3,3,33:16,17,24
2,Borussia Dortmund,BVB,14,7,1,6,21:23,-2,22
3,VfL Wolfsburg,WOB,13,6,3,4,18:12,6,21
4,Bayer Leverkusen,B04,13,6,2,5,21:22,-1,20
5,1. FSV Mainz 05,M05,13,6,2,5,20:21,-1,20
6,1. FC Union Berlin,FCU,13,6,2,5,17:20,-3,20
7,SC Freiburg,SCF,13,5,4,4,17:24,-7,19
8,Eintracht Frankfurt,SGE,13,4,5,4,19:22,-3,17
9,RB Leipzig,RBL,13,4,4,5,21:20,1,16
10,Werder Bremen,SVW,12,4,3,5,17:27,-10,15
11,1899 Hoffenheim,TSG,13,3,2,8,17:23,-6,11
12,FC Augsburg,FCA,13,3,2,8,21:30,-9,11
13,1. FC Köln,KOE,13,1,6,6,12:30,-18,9
14,FC Schalke 04,S04,12,1,5,6,7:17,-10,8
15,Bor. Mönchengladbach,BMG,13,1,5,7,13:27,-14,8
16,VfL Bochum,BOC,14,2,1,11,10:36,-26,7
17,VfB Stuttgart,VFB,13,0,5,8,13:29,-16,5
18,Hertha BSC,BSC,13,1,2,10,12:29,-17,5
