#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,10,7,1,2,23:14,9,22
2,VfB Stuttgart,VFB,10,5,2,3,22:14,8,17
3,Bayer Leverkusen,B04,10,5,2,3,16:8,8,17
4,Eintracht Frankfurt,SGE,10,4,4,2,21:17,4,16
5,Borussia Dortmund,BVB,10,5,1,4,18:15,3,16
6,VfL Wolfsburg,WOB,10,3,5,2,13:11,2,14
7,RB Leipzig,RBL,9,3,4,2,13:11,2,13
8,Werder Bremen,SVW,10,3,4,3,15:14,1,13
9,Bor. Mönchengladbach,BMG,9,3,4,2,18:18,0,13
10,1. FC Union Berlin,FCU,9,3,3,3,13:12,1,12
11,1. FC Köln,KOE,9,3,3,3,7:13,-6,12
12,FC Augsburg,FCA,9,3,2,4,9:13,-4,11
13,SC Freiburg,SCF,9,3,2,4,11:17,-6,11
14,1899 Hoffenheim,TSG,10,3,2,5,14:21,-7,11
15,Hertha BSC,BSC,10,2,3,5,14:16,-2,9
16,Arminia Bielefeld,DSC,9,1,2,6,5:16,-11,5
17,1. FSV Mainz 05,M05,9,1,2,6,9:21,-12,5
18,FC Schalke 04,S04,9,0,3,6,7:30,-23,3
