#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,17,11,2,4,35:23,12,35
2,Borussia Dortmund,BVB,17,9,2,6,35:26,9,29
3,RB Leipzig,RBL,16,8,4,4,30:17,13,28
4,VfL Wolfsburg,WOB,17,7,6,4,29:21,8,27
5,VfB Stuttgart,VFB,17,7,3,7,29:29,0,24
6,Bayer Leverkusen,B04,16,6,5,5,18:14,4,23
7,Eintracht Frankfurt,SGE,17,6,5,6,32:33,-1,23
8,1. FSV Mainz 05,M05,16,5,5,6,20:28,-8,20
9,1. FC Köln,KOE,17,5,4,8,14:29,-15,19
10,Bor. Mönchengladbach,BMG,16,4,6,6,28:35,-7,18
11,1. FC Union Berlin,FCU,17,4,6,7,18:25,-7,18
12,SC Freiburg,SCF,16,5,3,8,18:26,-8,18
13,Werder Bremen,SVW,17,4,5,8,20:29,-9,17
14,1899 Hoffenheim,TSG,17,3,7,7,20:30,-10,16
15,Hertha BSC,BSC,16,3,6,7,19:24,-5,15
16,FC Augsburg,FCA,16,4,2,10,13:24,-11,14
17,Arminia Bielefeld,DSC,16,2,6,8,11:29,-18,12
18,FC Schalke 04,S04,16,0,4,12,11:51,-40,4
