#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,VfB Stuttgart,VFB,2,2,0,0,6:1,5,6
2,Bor. Mönchengladbach,BMG,3,2,0,1,6:6,0,6
3,Bayer Leverkusen,B04,3,1,2,0,2:1,1,5
4,Werder Bremen,SVW,2,1,1,0,4:2,2,4
5,RB Leipzig,RBL,2,1,1,0,3:1,2,4
6,1899 Hoffenheim,TSG,3,1,1,1,5:5,0,4
7,FC Augsburg,FCA,3,1,1,1,4:4,0,4
8,Eintracht Frankfurt,SGE,3,1,1,1,4:7,-3,4
8,SC Freiburg,SCF,3,1,1,1,4:7,-3,4
10,Hertha BSC,BSC,3,1,0,2,8:7,1,3
11,Bayern München,FCB,2,1,0,1,5:5,0,3
12,Borussia Dortmund,BVB,2,1,0,1,1:2,-1,3
13,1. FC Union Berlin,FCU,2,0,2,0,2:2,0,2
13,VfL Wolfsburg,WOB,2,0,2,0,2:2,0,2
15,1. FC Köln,KOE,2,0,1,1,1:2,-1,1
16,Arminia Bielefeld,DSC,3,0,1,2,2:4,-2,1
17,1. FSV Mainz 05,M05,2,0,0,2,1:7,-6,0
18,FC Schalke 04,S04,3,0,0,3,0:15,-15,0
