#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,13,9,1,3,28:17,11,28
2,RB Leipzig,RBL,13,7,4,2,23:11,12,25
3,VfL Wolfsburg,WOB,14,6,5,3,21:14,7,23
4,Bayer Leverkusen,B04,13,6,3,4,18:12,6,21
5,VfB Stuttgart,VFB,14,6,3,5,26:24,2,21
6,Eintracht Frankfurt,SGE,13,5,5,3,26:21,5,20
7,Borussia Dortmund,BVB,14,6,2,6,27:23,4,20
8,Bor. Mönchengladbach,BMG,13,4,5,4,24:24,0,17
9,Werder Bremen,SVW,13,4,5,4,18:19,-1,17
10,1. FC Union Berlin,FCU,13,4,4,5,16:18,-2,16
11,SC Freiburg,SCF,12,4,3,5,13:19,-6,15
12,1. FC Köln,KOE,13,4,3,6,11:23,-12,15
13,FC Augsburg,FCA,13,4,2,7,12:19,-7,14
14,1899 Hoffenheim,TSG,13,3,4,6,17:26,-9,13
15,1. FSV Mainz 05,M05,13,3,4,6,15:25,-10,13
16,Hertha BSC,BSC,13,2,4,7,15:21,-6,10
17,Arminia Bielefeld,DSC,12,2,3,7,10:23,-13,9
18,FC Schalke 04,S04,12,0,4,8,8:40,-32,4
