#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,6,5,1,0,17:5,12,16
2,FC Hansa Rostock,ROS,6,4,0,2,10:4,6,12
3,FC Schalke 04,S04,6,3,3,0,8:4,4,12
4,Werder Bremen,SVW,6,4,0,2,10:10,0,12
5,VfL Bochum,BOC,6,3,2,1,14:6,8,11
6,Borussia Dortmund,BVB,6,2,4,0,8:5,3,10
7,Hertha BSC,BSC,6,2,3,1,7:5,2,9
8,Bor. Mönchengladbach,BMG,6,2,2,2,7:5,2,8
9,TSV 1860 München,M60,6,2,2,2,9:8,1,8
10,VfB Stuttgart,VFB,6,1,4,1,8:7,1,7
11,VfL Wolfsburg,WOB,6,2,1,3,5:7,-2,7
12,Arminia Bielefeld,DSC,6,2,1,3,7:11,-4,7
13,1. FC Nürnberg,FCN,6,2,0,4,8:12,-4,6
14,Hamburger SV,HSV,6,2,0,4,6:10,-4,6
15,Bayer Leverkusen,B04,6,1,2,3,10:13,-3,5
16,Hannover 96,H96,6,1,1,4,9:14,-5,4
17,Energie Cottbus,FCE,6,1,1,4,5:15,-10,4
18,1. FC Kaiserslautern,FCK,6,0,3,3,3:10,-7,3
