#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,28,19,6,3,59:19,40,63
2,VfB Stuttgart,VFB,28,15,7,6,46:31,15,52
3,Borussia Dortmund,BVB,28,13,9,6,43:23,20,48
4,Hertha BSC,BSC,28,13,6,9,42:31,11,45
5,Hamburger SV,HSV,28,12,8,8,34:33,1,44
6,FC Schalke 04,S04,28,10,13,5,39:30,9,43
7,Werder Bremen,SVW,28,13,4,11,43:41,2,43
8,VfL Wolfsburg,WOB,28,11,5,12,32:34,-2,38
9,TSV 1860 München,M60,28,10,7,11,36:43,-7,37
10,1. FC Kaiserslautern,FCK,28,9,8,11,36:35,1,35
11,Arminia Bielefeld,DSC,28,8,10,10,31:34,-3,34
12,FC Hansa Rostock,ROS,28,9,7,12,28:33,-5,34
13,Hannover 96,H96,28,9,6,13,39:50,-11,33
14,Bor. Mönchengladbach,BMG,28,9,5,14,30:38,-8,32
15,VfL Bochum,BOC,28,8,7,13,41:49,-8,31
16,Bayer Leverkusen,B04,28,8,6,14,36:46,-10,30
17,1. FC Nürnberg,FCN,28,8,5,15,30:47,-17,29
18,Energie Cottbus,FCE,28,6,5,17,28:56,-28,23
