#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,VfL Wolfsburg,WOB,10,7,0,3,16:11,5,21
2,VfB Stuttgart,VFB,10,6,2,2,18:9,9,20
3,Bayern München,FCB,10,6,2,2,16:10,6,20
4,Werder Bremen,SVW,10,6,0,4,22:12,10,18
5,1. FSV Mainz 05,M05,10,5,3,2,17:13,4,18
6,FC Schalke 04,S04,10,6,0,4,13:13,0,18
7,Hannover 96,H96,10,5,2,3,16:11,5,17
8,Bayer Leverkusen,B04,10,4,3,3,17:16,1,15
9,Arminia Bielefeld,DSC,10,4,2,4,10:10,0,14
10,Hamburger SV,HSV,10,4,0,6,14:17,-3,12
11,Hertha BSC,BSC,10,2,5,3,10:9,1,11
12,Borussia Dortmund,BVB,10,2,5,3,13:16,-3,11
13,1. FC Nürnberg,FCN,10,2,4,4,16:18,-2,10
14,VfL Bochum,BOC,10,2,4,4,15:19,-4,10
15,SC Freiburg,SCF,10,2,4,4,9:16,-7,10
16,Bor. Mönchengladbach,BMG,10,2,3,5,13:17,-4,9
17,FC Hansa Rostock,ROS,10,2,2,6,10:19,-9,8
18,1. FC Kaiserslautern,FCK,10,2,1,7,11:20,-9,7
