#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,10,7,2,1,18:7,11,23
2,Bayer Leverkusen,B04,10,5,2,3,20:15,5,17
3,TSV 1860 München,M60,9,5,1,3,16:10,6,16
4,1. FC Kaiserslautern,FCK,9,5,0,4,15:13,2,15
5,Werder Bremen,SVW,9,4,1,4,15:11,4,13
6,Bayern München,FCB,10,4,1,5,15:12,3,13
7,FC Schalke 04,S04,10,3,3,4,9:12,-3,12
8,Bor. Mönchengladbach,BMG,10,2,4,4,13:17,-4,10
9,Hertha BSC,BSC,9,2,4,3,9:14,-5,10
10,FC Hansa Rostock,ROS,9,3,1,5,8:13,-5,10
11,VfB Stuttgart,VFB,9,2,3,4,9:15,-6,9
12,VfL Wolfsburg,WOB,10,2,2,6,15:21,-6,8
13,SC Freiburg,SCF,10,1,3,6,9:20,-11,6
14,1. FC Köln,KOE,9,1,3,5,5:16,-11,6
15,Energie Cottbus,FCE,10,1,3,6,8:20,-12,6
16,FC St. Pauli,STP,10,0,5,5,12:23,-11,5
17,Hamburger SV,HSV,9,1,2,6,4:15,-11,5
18,1. FC Nürnberg,FCN,9,1,1,7,4:19,-15,4
