#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,4,4,0,0,9:1,8,12
2,Borussia Dortmund,BVB,5,3,1,1,12:8,4,10
3,FC Ingolstadt 04,FCI,5,3,1,1,4:2,2,10
4,FC Schalke 04,S04,5,3,0,2,6:6,0,9
5,Hamburger SV,HSV,6,3,0,3,6:10,-4,9
6,SV Darmstadt 98,D98,4,2,2,0,6:3,3,8
7,Werder Bremen,SVW,5,2,1,2,8:6,2,7
8,Eintracht Frankfurt,SGE,6,2,1,3,7:8,-1,7
9,Bayer Leverkusen,B04,5,2,1,2,4:6,-2,7
10,Hertha BSC,BSC,6,2,1,3,5:8,-3,7
11,Bor. Mönchengladbach,BMG,5,2,0,3,9:9,0,6
12,1. FSV Mainz 05,M05,4,2,0,2,6:6,0,6
13,1. FC Köln,KOE,5,2,0,3,8:13,-5,6
14,Hannover 96,H96,5,1,2,2,4:8,-4,5
15,VfL Wolfsburg,WOB,5,1,2,2,3:8,-5,5
16,VfB Stuttgart,VFB,5,1,1,3,11:12,-1,4
17,1899 Hoffenheim,TSG,5,1,1,3,7:10,-3,4
18,FC Augsburg,FCA,5,0,2,3,6:13,-7,2
