#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,5,4,1,0,9:1,8,13
2,Borussia Dortmund,BVB,6,4,1,1,15:9,6,13
3,FC Ingolstadt 04,FCI,6,3,2,1,5:3,2,11
4,Bor. Mönchengladbach,BMG,6,3,0,3,13:10,3,9
5,FC Schalke 04,S04,5,3,0,2,6:6,0,9
6,Hamburger SV,HSV,6,3,0,3,6:10,-4,9
7,SV Darmstadt 98,D98,5,2,2,1,6:5,1,8
8,Hannover 96,H96,6,2,2,2,6:9,-3,8
9,Werder Bremen,SVW,5,2,1,2,8:6,2,7
10,1. FSV Mainz 05,M05,5,2,1,2,9:9,0,7
11,Eintracht Frankfurt,SGE,6,2,1,3,7:8,-1,7
12,Bayer Leverkusen,B04,6,2,1,3,5:8,-3,7
12,Hertha BSC,BSC,6,2,1,3,5:8,-3,7
14,1. FC Köln,KOE,5,2,0,3,8:13,-5,6
15,1899 Hoffenheim,TSG,6,1,2,3,7:10,-3,5
16,VfL Wolfsburg,WOB,5,1,2,2,3:8,-5,5
17,VfB Stuttgart,VFB,5,1,1,3,11:12,-1,4
18,FC Augsburg,FCA,5,0,2,3,6:13,-7,2
