#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,27,17,7,3,77:29,48,58
2,Borussia Dortmund,BVB,27,18,2,7,59:36,23,56
3,1. FC Union Berlin,FCU,27,15,6,6,42:30,12,51
4,RB Leipzig,RBL,27,14,6,7,50:33,17,48
5,SC Freiburg,SCF,27,13,8,6,39:36,3,47
6,Bayer Leverkusen,B04,27,13,4,10,51:41,10,43
7,Eintracht Frankfurt,SGE,27,11,8,8,48:40,8,41
8,1. FSV Mainz 05,M05,27,11,8,8,45:38,7,41
9,VfL Wolfsburg,WOB,27,10,9,8,46:36,10,39
10,Bor. Mönchengladbach,BMG,27,9,8,10,42:44,-2,35
11,Werder Bremen,SVW,27,9,5,13,42:52,-10,32
12,1. FC Köln,KOE,27,7,10,10,36:45,-9,31
13,FC Augsburg,FCA,27,8,5,14,35:50,-15,29
14,1899 Hoffenheim,TSG,27,8,4,15,37:46,-9,28
15,VfL Bochum,BOC,27,8,2,17,30:60,-30,26
16,VfB Stuttgart,VFB,27,5,8,14,32:47,-15,23
17,Hertha BSC,BSC,27,5,7,15,31:50,-19,22
18,FC Schalke 04,S04,27,4,9,14,21:50,-29,21
