#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,17,10,6,1,51:15,36,36
2,1. FC Union Berlin,FCU,17,10,3,4,29:22,7,33
3,RB Leipzig,RBL,17,9,5,3,37:23,14,32
4,Eintracht Frankfurt,SGE,17,9,4,4,36:25,11,31
5,Borussia Dortmund,BVB,17,10,1,6,31:25,6,31
6,SC Freiburg,SCF,17,9,4,4,26:24,2,31
7,VfL Wolfsburg,WOB,17,8,5,4,35:20,15,29
8,Bayer Leverkusen,B04,17,7,3,7,30:28,2,24
9,Bor. Mönchengladbach,BMG,17,6,4,7,30:28,2,22
10,1. FC Köln,KOE,17,5,6,6,29:31,-2,21
11,Werder Bremen,SVW,17,6,3,8,27:36,-9,21
12,1. FSV Mainz 05,M05,17,5,5,7,21:27,-6,20
13,1899 Hoffenheim,TSG,17,5,4,8,25:27,-2,19
14,FC Augsburg,FCA,17,5,3,9,22:30,-8,18
15,VfB Stuttgart,VFB,17,3,7,7,21:30,-9,16
16,VfL Bochum,BOC,17,5,1,11,17:39,-22,16
17,Hertha BSC,BSC,17,3,5,9,20:30,-10,14
18,FC Schalke 04,S04,17,2,3,12,14:41,-27,9
