#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,26,16,7,3,76:29,47,55
2,Borussia Dortmund,BVB,26,17,2,7,57:35,22,53
3,1. FC Union Berlin,FCU,26,15,6,5,41:28,13,51
4,SC Freiburg,SCF,26,13,8,5,39:35,4,47
5,RB Leipzig,RBL,26,13,6,7,49:33,16,45
6,Eintracht Frankfurt,SGE,26,11,8,7,47:37,10,41
7,Bayer Leverkusen,B04,26,12,4,10,48:40,8,40
8,1. FSV Mainz 05,M05,26,11,7,8,43:36,7,40
9,VfL Wolfsburg,WOB,26,10,9,7,46:34,12,39
10,Bor. Mönchengladbach,BMG,26,8,8,10,40:44,-4,32
11,Werder Bremen,SVW,26,9,4,13,40:50,-10,31
12,FC Augsburg,FCA,26,8,5,13,34:47,-13,29
13,1. FC Köln,KOE,26,6,10,10,33:44,-11,28
14,VfL Bochum,BOC,26,8,2,16,28:57,-29,26
15,1899 Hoffenheim,TSG,26,7,4,15,35:46,-11,25
16,Hertha BSC,BSC,26,5,7,14,31:49,-18,22
17,FC Schalke 04,S04,26,4,9,13,21:48,-27,21
18,VfB Stuttgart,VFB,26,4,8,14,29:45,-16,20
