#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,23,14,7,2,66:22,44,49
2,Borussia Dortmund,BVB,23,16,1,6,47:28,19,49
3,1. FC Union Berlin,FCU,23,13,5,5,35:27,8,44
4,RB Leipzig,RBL,23,12,6,5,46:29,17,42
5,SC Freiburg,SCF,23,12,6,5,35:32,3,42
6,Eintracht Frankfurt,SGE,23,11,6,6,45:33,12,39
7,1. FSV Mainz 05,M05,23,10,5,8,38:34,4,35
8,VfL Wolfsburg,WOB,23,9,7,7,42:31,11,34
9,Bayer Leverkusen,B04,23,9,4,10,40:37,3,31
10,Bor. Mönchengladbach,BMG,23,8,6,9,38:39,-1,30
11,Werder Bremen,SVW,23,9,3,11,35:43,-8,30
12,1. FC Köln,KOE,23,6,9,8,32:36,-4,27
13,FC Augsburg,FCA,23,8,3,12,28:39,-11,27
14,Hertha BSC,BSC,23,5,5,13,28:44,-16,20
15,VfB Stuttgart,VFB,23,4,7,12,28:40,-12,19
16,1899 Hoffenheim,TSG,23,5,4,14,29:42,-13,19
17,FC Schalke 04,S04,23,4,7,12,18:42,-24,19
18,VfL Bochum,BOC,23,6,1,16,24:56,-32,19
