#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,16,13,2,1,49:23,26,41
2,Bayern München,FCB,15,11,3,1,41:12,29,36
3,RB Leipzig,RBL,16,10,5,1,34:9,25,35
4,Bor. Mönchengladbach,BMG,15,9,2,4,29:18,11,29
5,Eintracht Frankfurt,SGE,16,8,4,4,32:19,13,28
6,1899 Hoffenheim,TSG,16,7,5,4,28:19,9,26
7,Werder Bremen,SVW,15,7,5,3,31:23,8,26
8,1. FSV Mainz 05,M05,15,7,4,4,24:17,7,25
9,Bayer Leverkusen,B04,15,8,1,6,25:23,2,25
10,Fortuna Düsseldorf,F95,16,8,0,8,25:27,-2,24
11,VfL Wolfsburg,WOB,15,6,5,4,26:22,4,23
12,SC Freiburg,SCF,15,5,6,4,26:25,1,21
13,Hertha BSC,BSC,15,5,6,4,22:21,1,21
14,FC Augsburg,FCA,16,5,4,7,31:29,2,19
15,VfB Stuttgart,VFB,16,5,4,7,19:27,-8,19
16,1. FC Nürnberg,FCN,16,3,7,6,16:18,-2,16
17,FC Schalke 04,S04,15,4,1,10,16:28,-12,13
18,Hannover 96,H96,16,4,1,11,12:26,-14,13
