#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,13,11,2,0,43:18,25,35
2,Bayern München,FCB,13,9,3,1,35:12,23,30
3,Bor. Mönchengladbach,BMG,13,9,1,3,27:15,12,28
4,RB Leipzig,RBL,13,7,5,1,25:8,17,26
5,Eintracht Frankfurt,SGE,13,7,3,3,28:16,12,24
6,Bayer Leverkusen,B04,13,7,1,5,21:19,2,22
7,1899 Hoffenheim,TSG,13,5,5,3,21:14,7,20
8,Werder Bremen,SVW,13,5,5,3,26:21,5,20
9,SC Freiburg,SCF,13,5,5,3,25:20,5,20
10,Hertha BSC,BSC,13,5,5,3,21:19,2,20
11,VfL Wolfsburg,WOB,13,5,4,4,22:20,2,19
12,1. FSV Mainz 05,M05,13,5,4,4,16:16,0,19
13,Fortuna Düsseldorf,F95,13,6,0,7,17:21,-4,18
14,FC Augsburg,FCA,13,4,4,5,24:21,3,16
15,VfB Stuttgart,VFB,13,4,3,6,17:25,-8,15
16,FC Schalke 04,S04,13,4,1,8,13:21,-8,13
17,1. FC Nürnberg,FCN,13,2,5,6,11:16,-5,11
18,Hannover 96,H96,13,3,1,9,11:24,-13,10
