#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,7,6,1,0,25:9,16,19
2,Bor. Mönchengladbach,BMG,6,6,0,0,18:3,15,18
3,RB Leipzig,RBL,7,5,2,0,17:3,14,17
4,1899 Hoffenheim,TSG,7,3,2,2,13:8,5,11
5,Hertha BSC,BSC,6,3,2,1,11:9,2,11
6,1. FSV Mainz 05,M05,7,3,2,2,7:6,1,11
7,Eintracht Frankfurt,SGE,6,3,1,2,17:7,10,10
8,Bayern München,FCB,6,2,3,1,11:10,1,9
9,1. FC Nürnberg,FCN,7,2,3,2,9:8,1,9
10,FC Schalke 04,S04,6,3,0,3,9:9,0,9
11,SC Freiburg,SCF,7,2,3,2,9:10,-1,9
12,Werder Bremen,SVW,7,2,2,3,11:14,-3,8
13,VfL Wolfsburg,WOB,7,2,2,3,9:12,-3,8
14,Hannover 96,H96,6,2,1,3,7:9,-2,7
15,Bayer Leverkusen,B04,6,2,1,3,9:13,-4,7
16,VfB Stuttgart,VFB,6,2,1,3,3:11,-8,7
17,FC Augsburg,FCA,6,1,3,2,10:10,0,6
18,Fortuna Düsseldorf,F95,7,2,0,5,8:12,-4,6
