#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,17,14,2,1,52:25,27,44
2,Bayern München,FCB,16,12,3,1,44:13,31,39
3,RB Leipzig,RBL,17,10,6,1,34:9,25,36
4,Bor. Mönchengladbach,BMG,16,9,3,4,31:20,11,30
5,Bayer Leverkusen,B04,17,9,2,6,32:25,7,29
6,Eintracht Frankfurt,SGE,17,8,4,5,32:21,11,28
7,Werder Bremen,SVW,16,7,6,3,33:25,8,27
8,1899 Hoffenheim,TSG,17,7,5,5,28:20,8,26
9,1. FSV Mainz 05,M05,16,7,5,4,27:20,7,26
10,VfL Wolfsburg,WOB,16,7,5,4,28:22,6,26
11,Hertha BSC,BSC,16,6,6,4,25:22,3,24
12,Fortuna Düsseldorf,F95,16,8,0,8,25:27,-2,24
13,SC Freiburg,SCF,16,5,7,4,27:26,1,22
14,VfB Stuttgart,VFB,17,6,4,7,22:27,-5,22
15,FC Augsburg,FCA,17,5,4,8,34:33,1,19
16,1. FC Nürnberg,FCN,17,3,7,7,16:22,-6,16
17,Hannover 96,H96,17,5,1,11,15:26,-11,16
18,FC Schalke 04,S04,16,4,2,10,16:28,-12,14
