#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,11,9,0,2,33:10,23,27
2,RB Leipzig,RBL,12,9,0,3,34:14,20,27
3,Borussia Dortmund,BVB,11,9,0,2,33:18,15,27
4,1. FSV Mainz 05,M05,11,7,3,1,21:5,16,24
5,1899 Hoffenheim,TSG,11,7,2,2,25:12,13,23
6,VfL Bochum,BOC,11,6,3,2,17:10,7,21
7,1. FC Köln,KOE,11,6,3,2,19:15,4,21
8,1. FC Union Berlin,FCU,11,6,3,2,14:12,2,21
9,Bayer Leverkusen,B04,11,6,2,3,30:19,11,20
10,SC Freiburg,SCF,11,5,4,2,18:12,6,19
11,Bor. Mönchengladbach,BMG,11,5,2,4,19:19,0,17
12,FC Augsburg,FCA,10,4,3,3,15:16,-1,15
13,Hertha BSC,BSC,11,4,3,4,15:17,-2,15
14,VfL Wolfsburg,WOB,11,4,2,5,12:15,-3,14
15,Eintracht Frankfurt,SGE,11,3,4,4,14:15,-1,13
16,SpVgg Greuther Fürth,SGF,11,3,3,5,11:17,-6,12
17,VfB Stuttgart,VFB,11,3,2,6,18:23,-5,11
18,Arminia Bielefeld,DSC,11,1,7,3,11:16,-5,10
