#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,5,5,0,0,17:8,9,15
2,1. FC Union Berlin,FCU,5,3,2,0,6:2,4,11
3,1. FC Köln,KOE,4,3,1,0,9:4,5,10
4,Bayern München,FCB,4,3,0,1,16:4,12,9
5,RB Leipzig,RBL,4,3,0,1,14:4,10,9
6,SC Freiburg,SCF,4,2,2,0,7:3,4,8
7,Bor. Mönchengladbach,BMG,4,2,2,0,6:3,3,8
8,1899 Hoffenheim,TSG,4,2,1,1,10:5,5,7
9,1. FSV Mainz 05,M05,4,2,1,1,5:2,3,7
10,VfL Wolfsburg,WOB,4,2,1,1,4:4,0,7
11,VfB Stuttgart,VFB,4,2,0,2,11:8,3,6
12,Bayer Leverkusen,B04,4,2,0,2,9:9,0,6
13,VfL Bochum,BOC,3,1,1,1,3:3,0,4
14,FC Augsburg,FCA,4,1,1,2,3:9,-6,4
15,Hertha BSC,BSC,3,1,0,2,4:5,-1,3
16,Eintracht Frankfurt,SGE,4,0,3,1,3:4,-1,3
17,Arminia Bielefeld,DSC,4,0,3,1,1:5,-4,3
18,SpVgg Greuther Fürth,SGF,4,0,1,3,2:7,-5,1
