#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Hamburger SV,HSV,4,4,0,0,10:2,8,12
2,Werder Bremen,SVW,4,3,0,1,10:4,6,9
3,Bayern München,FCB,4,3,0,1,8:5,3,9
4,FC Schalke 04,S04,4,2,2,0,5:3,2,8
5,Bayer Leverkusen,B04,4,2,0,2,9:6,3,6
6,VfB Stuttgart,VFB,4,1,3,0,4:3,1,6
7,Hertha BSC,BSC,4,1,2,1,3:5,-2,5
8,1. FC Kaiserslautern,FCK,4,1,1,2,4:5,-1,4
9,Bor. Mönchengladbach,BMG,4,1,1,2,4:6,-2,4
10,VfL Wolfsburg,WOB,4,1,1,2,5:8,-3,4
11,Borussia Dortmund,BVB,4,0,3,1,6:7,-1,3
12,1. FC Köln,KOE,4,1,0,3,6:8,-2,3
13,1. FSV Mainz 05,M05,4,1,0,3,2:4,-2,3
14,Hannover 96,H96,4,0,2,2,2:5,-3,2
15,Arminia Bielefeld,DSC,4,0,2,2,4:9,-5,2
16,MSV Duisburg,MSV,4,0,1,3,7:11,-4,1
17,1. FC Nürnberg,FCN,4,0,1,3,2:7,-5,1
18,Eintracht Frankfurt,SGE,4,0,1,3,1:6,-5,1
