#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Hamburger SV,HSV,5,4,1,0,11:3,8,13
2,Werder Bremen,SVW,5,3,1,1,10:4,6,10
3,Bayern München,FCB,5,3,1,1,9:6,3,10
4,FC Schalke 04,S04,5,2,3,0,5:3,2,9
5,VfB Stuttgart,VFB,5,1,4,0,5:4,1,7
6,VfL Wolfsburg,WOB,5,2,1,2,6:8,-2,7
7,Bayer Leverkusen,B04,5,2,0,3,10:9,1,6
8,Hannover 96,H96,5,1,2,2,6:6,0,5
9,Bor. Mönchengladbach,BMG,5,1,2,2,5:7,-2,5
10,Arminia Bielefeld,DSC,5,1,2,2,7:11,-4,5
11,Hertha BSC,BSC,5,1,2,2,3:8,-5,5
12,Borussia Dortmund,BVB,5,0,4,1,9:10,-1,4
13,1. FC Kaiserslautern,FCK,5,1,1,3,5:9,-4,4
14,Eintracht Frankfurt,SGE,5,1,1,3,2:6,-4,4
15,1. FSV Mainz 05,M05,5,1,0,4,3:7,-4,3
16,1. FC Köln,KOE,5,1,0,4,9:14,-5,3
17,MSV Duisburg,MSV,5,0,1,4,7:15,-8,1
18,1. FC Nürnberg,FCN,5,0,1,4,4:13,-9,1
