#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,9,7,2,0,21:8,13,23
2,Bayern München,FCB,9,7,1,1,22:12,10,22
3,Borussia Dortmund,BVB,9,4,4,1,21:11,10,16
4,1899 Hoffenheim,TSG,10,5,1,4,19:19,0,16
5,RB Leipzig,RBL,9,4,1,4,16:16,0,13
6,Eintracht Frankfurt,SGE,10,3,4,3,14:14,0,13
7,VfB Stuttgart,VFB,9,4,0,5,12:16,-4,12
8,SC Freiburg,SCF,10,3,1,6,9:20,-11,10
9,FC Augsburg,FCA,9,2,2,5,10:18,-8,8
10,VfL Wolfsburg,WOB,10,2,2,6,10:20,-10,8
11,Bor. Mönchengladbach,BMG,9,1,4,4,18:23,-5,7
12,Werder Bremen,SVW,9,1,3,5,10:17,-7,6
13,1. FSV Mainz 05,M05,10,0,6,4,8:17,-9,6
14,1. FC Heidenheim 1846,HDH,10,1,3,6,10:20,-10,6
15,1. FC Köln,KOE,10,1,3,6,5:19,-14,6
16,VfL Bochum,BOC,10,1,3,6,7:27,-20,6
17,SV Darmstadt 98,D98,9,1,2,6,10:26,-16,5
18,1. FC Union Berlin,FCU,9,1,1,7,7:18,-11,4
