#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,2,1,1,0,4:2,2,4
2,Bor. Mönchengladbach,BMG,1,1,0,0,6:3,3,3
3,Eintracht Frankfurt,SGE,2,1,0,1,5:2,3,3
4,Borussia Dortmund,BVB,1,1,0,0,3:1,2,3
4,Hamburger SV,HSV,1,1,0,0,3:1,2,3
6,1. FC Kaiserslautern,FCK,2,1,0,1,4:3,1,3
6,1. FSV Mainz 05,M05,1,1,0,0,4:3,1,3
8,FC St. Pauli,STP,2,1,0,1,3:2,1,3
9,Hannover 96,H96,1,1,0,0,2:1,1,3
9,SC Freiburg,SCF,1,1,0,0,2:1,1,3
11,1899 Hoffenheim,TSG,1,1,0,0,1:0,1,3
12,1. FC Nürnberg,FCN,2,0,2,0,2:2,0,2
13,Werder Bremen,SVW,2,0,1,1,1:4,-3,1
14,1. FC Köln,KOE,1,0,0,1,2:4,-2,0
15,Bayern München,FCB,1,0,0,1,0:2,-2,0
16,FC Schalke 04,S04,2,0,0,2,1:4,-3,0
16,VfB Stuttgart,VFB,2,0,0,2,1:4,-3,0
16,VfL Wolfsburg,WOB,2,0,0,2,1:4,-3,0
