#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,11,10,0,1,27:7,20,30
2,Bayer Leverkusen,B04,9,7,2,0,22:10,12,23
3,1. FSV Mainz 05,M05,10,7,0,3,18:12,6,21
4,Hannover 96,H96,10,5,0,5,10:16,-6,15
5,1899 Hoffenheim,TSG,11,3,5,3,17:15,2,14
6,SC Freiburg,SCF,10,4,2,4,13:16,-3,14
7,Eintracht Frankfurt,SGE,10,4,1,5,15:12,3,13
8,Bayern München,FCB,10,3,4,3,15:16,-1,13
9,Hamburger SV,HSV,11,4,1,6,14:17,-3,13
10,Bor. Mönchengladbach,BMG,10,4,1,5,17:25,-8,13
11,FC Schalke 04,S04,9,3,2,4,8:14,-6,11
12,VfL Wolfsburg,WOB,10,2,4,4,10:13,-3,10
13,FC St. Pauli,STP,9,3,1,5,8:16,-8,10
14,1. FC Kaiserslautern,FCK,10,3,0,7,13:23,-10,9
15,1. FC Nürnberg,FCN,10,1,5,4,9:17,-8,8
16,Werder Bremen,SVW,10,1,3,6,8:26,-18,6
17,1. FC Köln,KOE,11,1,2,8,10:24,-14,5
18,VfB Stuttgart,VFB,9,0,3,6,11:20,-9,3
