#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,RB Leipzig,RBL,10,8,1,1,19:6,13,25
2,Bayern München,FCB,9,7,2,0,34:12,22,23
3,VfL Wolfsburg,WOB,9,6,3,0,17:8,9,21
4,Bor. Mönchengladbach,BMG,10,5,4,1,18:11,7,19
5,1. FC Union Berlin,FCU,10,4,5,1,21:12,9,17
6,Eintracht Frankfurt,SGE,9,4,5,0,17:11,6,17
7,Borussia Dortmund,BVB,9,5,1,3,20:12,8,16
8,SC Freiburg,SCF,10,4,4,2,22:15,7,16
9,Bayer Leverkusen,B04,9,4,3,2,16:11,5,15
10,Arminia Bielefeld,DSC,10,4,0,6,10:16,-6,12
11,1899 Hoffenheim,TSG,9,3,2,4,15:13,2,11
12,FC Augsburg,FCA,10,3,2,5,11:17,-6,11
13,Werder Bremen,SVW,9,2,3,4,9:13,-4,9
14,VfB Stuttgart,VFB,9,1,5,3,13:15,-2,8
15,Hertha BSC,BSC,9,2,2,5,11:19,-8,8
16,1. FC Köln,KOE,10,1,3,6,11:19,-8,6
17,1. FSV Mainz 05,M05,10,1,2,7,9:19,-10,5
18,FC Schalke 04,S04,10,1,2,7,8:19,-11,5
