#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,RB Leipzig,RBL,12,10,1,1,24:9,15,31
2,Bayern München,FCB,11,8,3,0,42:16,26,27
3,VfL Wolfsburg,WOB,11,7,4,0,19:8,11,25
4,Eintracht Frankfurt,SGE,11,6,5,0,21:12,9,23
5,Borussia Dortmund,BVB,11,6,2,3,25:14,11,20
6,1. FC Union Berlin,FCU,12,4,7,1,22:13,9,19
7,Bayer Leverkusen,B04,12,5,4,3,24:17,7,19
7,SC Freiburg,SCF,12,5,4,3,24:17,7,19
9,Bor. Mönchengladbach,BMG,12,5,4,3,20:15,5,19
10,1899 Hoffenheim,TSG,11,4,2,5,20:16,4,14
11,Werder Bremen,SVW,11,3,4,4,11:14,-3,13
12,VfB Stuttgart,VFB,11,2,6,3,19:17,2,12
13,FC Augsburg,FCA,12,3,3,6,12:20,-8,12
14,Arminia Bielefeld,DSC,12,4,0,8,10:21,-11,12
15,1. FSV Mainz 05,M05,12,2,2,8,10:20,-10,8
16,Hertha BSC,BSC,11,2,2,7,11:23,-12,8
17,1. FC Köln,KOE,11,1,3,7,11:20,-9,6
18,FC Schalke 04,S04,12,1,2,9,8:26,-18,5
