#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,16,12,4,0,59:19,40,40
2,RB Leipzig,RBL,16,11,3,2,27:11,16,36
3,VfL Wolfsburg,WOB,16,10,4,2,30:13,17,34
4,Eintracht Frankfurt,SGE,16,9,7,0,34:19,15,34
5,Borussia Dortmund,BVB,16,10,2,4,37:19,18,32
6,1. FC Union Berlin,FCU,16,7,8,1,30:17,13,29
7,Bor. Mönchengladbach,BMG,16,8,4,4,31:17,14,28
8,Bayer Leverkusen,B04,16,8,4,4,33:21,12,28
9,SC Freiburg,SCF,16,7,5,4,31:21,10,26
10,1899 Hoffenheim,TSG,16,7,3,6,30:23,7,24
11,VfB Stuttgart,VFB,16,5,6,5,27:24,3,21
12,Hertha BSC,BSC,16,5,4,7,21:26,-5,19
13,FC Augsburg,FCA,16,5,4,7,19:25,-6,19
14,Arminia Bielefeld,DSC,16,6,1,9,12:22,-10,19
15,1. FSV Mainz 05,M05,16,4,4,8,15:23,-8,16
16,Werder Bremen,SVW,16,3,5,8,14:24,-10,14
17,1. FC Köln,KOE,16,2,5,9,19:31,-12,11
18,FC Schalke 04,S04,16,2,3,11,10:31,-21,9
