#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,1,1,0,0,8:0,8,3
2,1899 Hoffenheim,TSG,1,1,0,0,4:1,3,3
3,Borussia Dortmund,BVB,1,1,0,0,3:0,3,3
4,RB Leipzig,RBL,1,1,0,0,3:1,2,3
5,FC Augsburg,FCA,1,1,0,0,2:0,2,3
6,Arminia Bielefeld,DSC,1,1,0,0,1:0,1,3
7,Bayer Leverkusen,B04,1,0,1,0,1:1,0,1
7,Bor. Mönchengladbach,BMG,1,0,1,0,1:1,0,1
7,Eintracht Frankfurt,SGE,1,0,1,0,1:1,0,1
7,SC Freiburg,SCF,1,0,1,0,1:1,0,1
11,VfL Wolfsburg,WOB,1,0,1,0,0:0,0,1
12,1. FC Köln,KOE,1,0,0,1,2:3,-1,0
12,VfB Stuttgart,VFB,1,0,0,1,2:3,-1,0
14,1. FC Union Berlin,FCU,1,0,0,1,1:3,-2,0
14,FC Schalke 04,S04,1,0,0,1,1:3,-2,0
14,Hertha BSC,BSC,1,0,0,1,1:3,-2,0
17,1. FSV Mainz 05,M05,1,0,0,1,1:4,-3,0
17,Werder Bremen,SVW,1,0,0,1,1:4,-3,0
