#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,14,10,4,0,51:19,32,34
2,RB Leipzig,RBL,14,10,2,2,25:11,14,32
3,VfL Wolfsburg,WOB,13,9,4,0,25:8,17,31
4,Eintracht Frankfurt,SGE,14,8,6,0,31:18,13,30
5,Borussia Dortmund,BVB,13,7,2,4,28:16,12,23
6,1. FC Union Berlin,FCU,14,5,8,1,25:15,10,23
7,Bayer Leverkusen,B04,14,6,4,4,27:20,7,22
8,SC Freiburg,SCF,14,6,4,4,26:20,6,22
9,Bor. Mönchengladbach,BMG,14,6,4,4,22:17,5,22
10,VfB Stuttgart,VFB,14,4,6,4,24:20,4,18
11,1899 Hoffenheim,TSG,14,5,3,6,23:19,4,18
12,FC Augsburg,FCA,14,5,3,6,17:22,-5,18
13,Arminia Bielefeld,DSC,15,5,1,9,11:22,-11,16
14,Hertha BSC,BSC,14,4,3,7,18:26,-8,15
15,Werder Bremen,SVW,14,3,4,7,14:23,-9,13
16,1. FSV Mainz 05,M05,14,3,3,8,12:21,-9,12
17,FC Schalke 04,S04,15,2,3,10,9:29,-20,9
18,1. FC Köln,KOE,14,1,5,8,16:26,-10,8
