#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,16,9,5,2,24:11,13,32
2,FC Schalke 04,S04,16,7,6,3,24:19,5,27
3,Werder Bremen,SVW,16,6,6,4,26:26,0,24
4,VfL Wolfsburg,WOB,16,7,3,6,26:27,-1,24
5,Hamburger SV,HSV,16,5,7,4,17:13,4,22
6,Hannover 96,H96,16,5,5,6,21:23,-2,20
7,Karlsruher SC,KSC,16,5,4,7,15:24,-9,19
8,Eintracht Frankfurt,SGE,16,4,6,6,19:25,-6,18
9,Bayer Leverkusen,B04,16,5,2,9,23:26,-3,17
10,MSV Duisburg,MSV,16,5,2,9,15:22,-7,17
11,Hertha BSC,BSC,16,3,5,8,17:22,-5,14
12,VfL Bochum,BOC,16,4,2,10,13:25,-12,14
13,VfB Stuttgart,VFB,16,4,2,10,18:34,-16,14
14,Borussia Dortmund,BVB,16,3,4,9,19:36,-17,13
15,Energie Cottbus,FCE,16,1,7,8,10:32,-22,10
16,1. FC Nürnberg,FCN,16,2,3,11,14:32,-18,9
17,FC Hansa Rostock,ROS,16,2,2,12,11:30,-19,8
18,Arminia Bielefeld,DSC,16,1,5,10,12:40,-28,8
