#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,4,3,1,0,10:2,8,10
2,Karlsruher SC,KSC,4,3,0,1,5:4,1,9
3,Bayer Leverkusen,B04,4,2,1,1,6:3,3,7
4,VfL Wolfsburg,WOB,4,2,1,1,8:6,2,7
5,Hannover 96,H96,4,2,1,1,6:6,0,7
6,FC Schalke 04,S04,4,1,3,0,6:4,2,6
6,Hamburger SV,HSV,4,2,0,2,6:4,2,6
8,1. FC Nürnberg,FCN,4,1,2,1,6:6,0,5
9,Werder Bremen,SVW,4,1,2,1,4:6,-2,5
10,Eintracht Frankfurt,SGE,4,0,3,1,5:6,-1,3
11,MSV Duisburg,MSV,4,1,0,3,4:6,-2,3
12,VfL Bochum,BOC,4,1,0,3,4:7,-3,3
13,Hertha BSC,BSC,4,1,0,3,2:5,-3,3
14,FC Hansa Rostock,ROS,4,1,0,3,5:9,-4,3
15,Borussia Dortmund,BVB,4,1,0,3,5:10,-5,3
16,Arminia Bielefeld,DSC,4,1,0,3,4:15,-11,3
17,Energie Cottbus,FCE,4,0,1,3,0:11,-11,1
18,VfB Stuttgart,VFB,4,0,0,4,3:10,-7,0
