#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,19,15,2,2,46:13,33,47
2,Bayer Leverkusen,B04,19,10,7,2,41:19,22,37
3,1. FC Kaiserslautern,FCK,19,11,4,4,31:28,3,37
4,TSV 1860 München,M60,19,10,5,4,36:25,11,35
5,Hertha BSC,BSC,19,10,2,7,29:19,10,32
6,Borussia Dortmund,BVB,19,8,5,6,28:21,7,29
7,VfL Wolfsburg,WOB,19,7,7,5,35:29,6,28
8,Werder Bremen,SVW,19,6,6,7,28:26,2,24
9,VfB Stuttgart,VFB,19,6,6,7,25:26,-1,24
10,Hamburger SV,HSV,19,6,6,7,23:25,-2,24
11,SC Freiburg,SCF,19,5,8,6,22:24,-2,23
12,VfL Bochum,BOC,19,6,4,9,24:33,-9,22
13,FC Schalke 04,S04,19,5,6,8,21:31,-10,21
14,MSV Duisburg,MSV,19,4,7,8,20:32,-12,19
15,FC Hansa Rostock,ROS,19,3,8,8,27:35,-8,17
16,Eintracht Frankfurt,SGE,19,4,5,10,22:33,-11,17
17,1. FC Nürnberg,FCN,19,2,10,7,21:34,-13,16
18,Bor. Mönchengladbach,BMG,19,2,4,13,20:46,-26,10
