#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,2,2,0,0,4:1,3,6
2,1. FC Kaiserslautern,FCK,2,2,0,0,4:2,2,6
3,Bayer Leverkusen,B04,2,1,1,0,4:2,2,4
4,1. FC Nürnberg,FCN,2,1,1,0,4:3,1,4
5,SC Freiburg,SCF,2,1,1,0,3:2,1,4
6,Hamburger SV,HSV,2,1,1,0,2:1,1,4
7,Bor. Mönchengladbach,BMG,2,1,0,1,4:2,2,3
7,Borussia Dortmund,BVB,2,1,0,1,4:2,2,3
9,TSV 1860 München,M60,2,1,0,1,4:4,0,3
10,VfB Stuttgart,VFB,2,1,0,1,2:2,0,3
11,MSV Duisburg,MSV,2,1,0,1,3:4,-1,3
12,FC Schalke 04,S04,2,1,0,1,1:3,-2,3
12,Hertha BSC,BSC,2,1,0,1,1:3,-2,3
14,VfL Wolfsburg,WOB,2,0,1,1,3:4,-1,1
15,FC Hansa Rostock,ROS,2,0,1,1,4:6,-2,1
16,Eintracht Frankfurt,SGE,2,0,0,2,3:5,-2,0
17,Werder Bremen,SVW,2,0,0,2,2:4,-2,0
18,VfL Bochum,BOC,2,0,0,2,1:3,-2,0
